gold_id,old_category_code,new_category_code,leaf,source,item_text,description,provider,disposition,authority,audit_reason
SA-00606,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,"SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL","A@SCO-MO REVISAR RUIDO EN LAS PUERTAS Y GOMAS, AL",DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00607,EXP-13.3,,,file_audit,--------------------------Valores Netos con Descto. Incluido--------------------,A@--------------------------Valores Netos con Descto. Incluido--------------------,DIFOR CHILE S.A.,quarantine,locked_399_row_manual_review,"Invoice separator/header, not a bought item."
SA-00608,EXP-13.3,,,file_audit,MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,AUTO2@MO elec Mec Repuestos Accesorios Servicios LubricacionTrabajos Fue,DIFOR CHILE S.A.,quarantine,locked_399_row_manual_review,"Printed invoice column header, not a bought item."
SA-00609,EXP-13.3,,,file_audit,VIM : undefined,2@VIM : undefined,DIFOR CHILE S.A.,quarantine,locked_399_row_manual_review,"Invoice software placeholder, not a bought item."
SA-00610,EXP-13.3,,,file_audit,Taller Ford Osorno.,2@Taller Ford Osorno.,DIFOR CHILE S.A.,quarantine,locked_399_row_manual_review,"Workshop heading, not a bought item."
SA-00611,EXP-13.3,,,file_audit,RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,2@RECUERDE PROGRAMAR SU PROXIMA VISITA A SERVICIO AL NUMERO : 600 262 05 55.,DIFOR CHILE S.A.,quarantine,locked_399_row_manual_review,"Service reminder, not a bought item."
SA-00612,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,- Revision Tecnica Automovil particular camioneta GFTR73,,REVISIONES LOS LAGOS LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00613,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,S-MD10 PRIMERA MANTENCION,A@S-MD10 PRIMERA MANTENCION,DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00614,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,"SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR","A@SCO-MO REVISAR RUIDO TIPO ZUMBIDO, AL TRANSITAR",DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00615,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,SCO-MO EN DESACELERACION LA CAMIONETA VA ZUMBA,A@SCO-MO EN DESACELERACION LA CAMIONETA VA ZUMBA,DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00616,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,SCO-MO PORFAVOR QUE EL WSP DEJE ESCUCHAR LOS A,A@SCO-MO PORFAVOR QUE EL WSP DEJE ESCUCHAR LOS A,DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00617,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,"SCO-MO LAVADO, MANTENCION 110.000KMS","A@SCO-MO LAVADO, MANTENCION 110.000KMS",DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00618,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,cambio filtro aire,cambio filtro petroleo cambio filtro aceite cambio filtro polen cambio correa cambio frenos traseros alineacion balanceo cambio perno rueda ford ranger psss88,SERVIMEC SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00619,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,- Revision Tecnica Automovil particular camioneta TJXC63,,REVISIONES LOS LAGOS LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00620,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,- Revision Tecnica Automovil particular camioneta PSSS88,,REVISIONES LOS LAGOS LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00621,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,Cambio manguera turbo,Camioneta.,SERVIMEC SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00622,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,- Revision Tecnica Automovil particular camioneta TBFK28,,REVISIONES LOS LAGOS LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00624,EXP-13.1,EXP-13.1,Mantencion Maquinaria,file_audit,CRT Clase A2 Tractor Placa:LJKL61,,TUV Rheinland Andino S.A,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00625,EXP-13.1,EXP-2.6,Otros Gastos Salud Animal,file_audit,FORMALINA X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,correct,client_product_family_resolution,Client FORMALINA product examples override the machinery-maintenance folder.
SA-00626,EXP-13.1,EXP-2.6,Otros Gastos Salud Animal,file_audit,PINTURA CELO TELL TAIL AZUL,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,correct,client_product_family_resolution,Client row-level Tell Tail animal-marking paint rules override the unrelated invoice folder.
SA-00627,EXP-13.1,EXP-2.6,Otros Gastos Salud Animal,file_audit,PINTURA CELO TELL TAIL ROJO,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,correct,client_product_family_resolution,Client row-level Tell Tail animal-marking paint rules override the unrelated invoice folder.
SA-00628,EXP-13.1,EXP-2.6,Otros Gastos Salud Animal,file_audit,PINTURA CELO TELL TAIL VERDE,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,correct,client_product_family_resolution,Client row-level Tell Tail animal-marking paint rules override the unrelated invoice folder.
SA-00629,EXP-13.1,EXP-2.6,Otros Gastos Salud Animal,file_audit,TACO DE MADERA X,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,correct,client_product_family_resolution,Client wooden hoof-block product example overrides the machinery-maintenance folder.
SA-00630,EXP-13.1,EXP-13.1,Mantencion Maquinaria,file_audit,CRT Clase A2 Tractor Placa:VFHT86,,TUV Rheinland Andino S.A,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00631,EXP-13.1,EXP-13.1,Mantencion Maquinaria,file_audit,- Revision Tecnica Maquinaria automotriz VPSJ99,,REVISIONES LOS LAGOS LTDA.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00632,EXP-11.5,EXP-11.5,Gas,file_audit,Gas - ANTILLANCA SPA,,ANTILLANCA SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00633,EXP-11.3,EXP-11.3,Petroleo,file_audit,PETROLEO DIESEL ULTRA,,COOPERATIVA AGRICOLA Y LECHERA DE LA UNI,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00634,EXP-11.3,EXP-11.3,Petroleo,file_audit,Petroleo - COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,,COOPERATIVA AGRÍCOLA Y LECHERA DE LA UNIÓN LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00635,EXP-11.1,EXP-11.1,Electricidad Lecheria,file_audit,Electricidad Lecheria - COOPERATIVA ELECTRICA PAILLACO LTDA,,COOPERATIVA ELECTRICA PAILLACO LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00636,EXP-11.1,EXP-11.1,Electricidad Lecheria,file_audit,Electricidad Lecheria - NTILLANCA S.A.,,NTILLANCA S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00637,EXP-11.1,EXP-11.1,Electricidad Lecheria,file_audit,Electricidad Lecheria - COOPERATIVA RURAL ELECTRICA RIO BUENO LTDA,,COOPERATIVA RURAL ELECTRICA RIO BUENO LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00638,EXP-11.2,EXP-11.2,Electricidad Casas e Instalaciones,file_audit,Electricidad Casas e Instalaciones - COOPERATIVA ELECTRICA PAILLACO LTDA,,COOPERATIVA ELECTRICA PAILLACO LTDA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00639,ADM-2.2,ADM-2.2,Seguros Trabajadores,file_audit,Seguros Trabajadores,,,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00640,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULO - Ex Liberty / Pliza 61989538 tem 1 Cuota 1,21621,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00641,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 1,,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00642,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 2,,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00643,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 3,,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00644,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 4,,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00645,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Ramo VEHICULOS MOTORIZADOS - HDI/ Poliza 586507 Item 5,,HDI SEGUROS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00646,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Seguros Vehiculos - ANTILLANCA SPA,,ANTILLANCA SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00647,ADM-2.1,ADM-2.1,Seguros Vehiculos,file_audit,Seguros Vehiculos,,,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00648,ADM-1.8,ADM-1.8,Asesoria Contable,file_audit,ASESORIA CONTABLE,Periodo Junio de 2026,AUDITAX SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00649,ADM-1.5,ADM-1.5,Colacion y Alojamiento,file_audit,Habitaciones ( 1),,TALBOT HOTELS S A,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00650,ADM-1.5,ADM-1.5,Colacion y Alojamiento,file_audit,ALMUERZOS,,MINERVA RUTH ARELLANO VASQUEZ,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00651,ADM-1.4,ADM-1.4,Movilizacion,file_audit,Recarga de Prepagos,,Ruta de los Rios Sociedad Concesionaria S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00652,ADM-1.4,,,file_audit,DETALLE,GASOLINA NU 1203| 81.390|L,COPEC S.A.,quarantine,locked_399_row_manual_review,COPEC gasoline is not proven to be administration fuel by the provider-specific client example for Paola Uslar.
SA-00653,ADM-1.4,ADM-1.4,Movilizacion,file_audit,Movilizacion - CHILLAN S.A.,,CHILLAN S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00654,ADM-1.4,ADM-1.4,Movilizacion,file_audit,93 S/P,,ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00655,ADM-1.4,ADM-1.4,Movilizacion,file_audit,Movilizacion - ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L,,ESTACIONES DE SERVICIO PAOLA USLAR MOLINA E.I.R.L,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00656,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Programacin Principal,,DIRECTV Chile Televisión Limitada,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00657,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Programacin Premiums,,DIRECTV Chile Televisión Limitada,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00658,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Decodificadores Adicionales,,DIRECTV Chile Televisión Limitada,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00659,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Comunicaciones e Internet - STARLINK CHILE SPA,,STARLINK CHILE SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00660,ADM-1.7,ADM-1.7,Otros Gastos Administracion,file_audit,MONITOREO MES DE 06/2026 CONTRATO 1731305,,VERISURE CHILE SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00661,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Comunicaciones e Internet - ANTILLANCA SPA,,ANTILLANCA SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00662,ADM-1.7,ADM-1.7,Otros Gastos Administracion,file_audit,MONITOREO MES DE 06/2026 CONTRATO 1731275,,VERISURE CHILE SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00663,ADM-1.2,ADM-1.2,Comunicaciones e Internet,file_audit,Cargo Fijo BAM,,Telefnica Mviles Chile S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00664,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,LIMPIAPISOS LAVANDA 5L KLEINE,,SODIMAC S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00665,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,MOPA MICROFIBRA SIN CABO RAYAS,,SODIMAC S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00666,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,CABO ACERO INOX EXT 120CM CUN0,,SODIMAC S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00667,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,DEO AMB ELECT VAINILLA+REP GLADE 21 ML,1.0 x 1 UN $7090 Bruto/$5958.0 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00668,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,CLORO TRADICIONAL CLORINDA 4 LT,2.0 x 1 UN $4450 Bruto/$3739.5 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00669,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,"CLORO GEL CIF 800 ML, TRADICIONAL",3.0 x 1 UN $2390 Bruto/$2008.3333 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00670,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,"LIMP MULT CR C MICROP CIF 750GR, LIMON",3.0 x 1 UN $3090 Bruto/$2596.6667 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00671,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,PASTILLA P ESTANQUE SMART CLEAN 2X50 GR,1.0 x 1 UN $2850 Bruto/$2395.0 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00672,ADM-1.6,,,file_audit,AZUCAR GRANULADA IANSA 1 KG,4.0 x 1 UN $1450 Bruto/$1218.5 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00673,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,PANO MULTIUSO ULTRA VIRUTEX 3 UN,4.0 x 1 UN $3690 Bruto/$3100.75 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00674,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,PAPEL HIG ULTRA DH ELITE 40MTX18,2.0 x 1 UN $19290 Bruto/$16210.0 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00675,ADM-1.6,,,file_audit,"GALLETA DONUTS COSTA 100 GR, BITTER",2.0 x 1 UN $1340 Bruto/$1126.5 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00676,ADM-1.6,,,file_audit,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",2.0 x 1 UN $720 Bruto/$605.0 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00677,ADM-1.6,,,file_audit,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,2.0 x 1 UN $1390 Bruto/$1168.0 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00678,ADM-1.6,,,file_audit,GALLETA CHAMPANA GULLON 200 GR,1.0 x 1 UN $2890 Bruto/$2429.0 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00679,ADM-1.6,,,file_audit,GALLETA CHAMPANA ORIGINAL TENTO 100 GR,1.0 x 1 UN $1190 Bruto/$1000.0 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00680,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,BOLSA REUTILIZABLE ALGODON GRANDE DKORA,1.0 x 1 UN $1890 Bruto/$1588.0 Neto,RENDIC HERMANOS S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00681,ADM-1.6,,,file_audit,"GALLETA COSTA 125 GR, CHOCO CHIPS",2.0 x 1 UN $950 Bruto/$798.5 Neto,RENDIC HERMANOS S.A.,quarantine,locked_399_row_manual_review,Food line is ambiguous between administration refreshments and staff benefit.
SA-00682,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,TONER ORIGINAL TN860XL MARCA BROTHER CON UN 5 0 DESCUENTO,TONER ORIGINAL TN860XL MARCA BROTHER,COMERCIAL V A M OFFICES SUPPLIES LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00683,ADM-1.6,ADM-1.6,Utiles y gastos de oficina.,file_audit,DESPACHO DE PRODUCTOS DESPACHO X BLUE EXPRESS REGIONES 1 A 5 DIAS HABILES POSTER,DESPACHO DE PRODUCTOS DESPACHO X BLUE EXPRESS REGIONES 1 A 5 DIAS HABILES POSTERIORES A TU COMPRA ZONAS EXTREMAS 3 A 10 DIAS HABILES POSTERIORES A TU COMPRA,COMERCIAL V A M OFFICES SUPPLIES LIMITADA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00684,ADM-1.3,ADM-1.3,Arriendo Oficina,file_audit,Arriendo mayo 26,,ADDVISE SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00685,ADM-1.3,ADM-1.3,Arriendo Oficina,file_audit,Arriendo junio 26,,ADDVISE SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00686,ADM-1.7,ADM-1.7,Otros Gastos Administracion,file_audit,TRANSPORTE DE CARGA Y ENCOMIENDA: 271901924,,Kaudat SpA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00687,ADM-1.10,ADM-1.10,Otros Servicios y Asesorias,file_audit,CRECE ANUAL,20% DCTO PARTNER PROMOTOR NIVEL ENTRANTE - OREGON CONSULTING,CHIPAX SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00688,ADM-1.10,ADM-1.10,Otros Servicios y Asesorias,file_audit,Serv. Tcnico,"Servicio de habilitacin, configuracin y preparacin de equipos computacionales asociados a los usuarios Javier Muoz y Pilar Lobos. Incluye mano de obra, instalacin de software y repuestos utilizados.",SERVICIOS Y SOLUCIONES LINKEDTIC SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00689,EXP-13.2,EXP-13.2,Mantencion Motos,file_audit,MANTENCION MOTO,"HONDA TRX 420, TINEO, SEGUN OT 580",MULTIMOTOS OSORNO SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00690,EXP-13.3,EXP-13.3,Mantencion Vehiculos,file_audit,S-MD50 QUINTA MANTENCION,A@S-MD50 QUINTA MANTENCION,DIFOR CHILE S.A.,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00699,EXP-15.3,EXP-15.3,Fletes,file_audit,Flete de Fdo. Yutreco a,Feria 26.09,EDGARDO EDMUNDO MANCILLA CARRION,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00701,EXP-12.1,EXP-12.1,Analisis Suelo y forraje,file_audit,muest.Suelo Fdo.Pelleco,,JAVIER ARIEL SILVA VERA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00703,EXP-4.2,EXP-4.2,Bolos Silo,file_audit,CONFECCIN BOLOS PRADERA,CONFECCIN bolos 196 totales,SERVICIOS AGRICOLAS CORPAL SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00704,EXP-15.3,EXP-4.2,Bolos Silo,file_audit,Flete,Traslado de bolos de silo desde el sector las Quemas hasta el fundo el Maiten,"SERVICIOS, COMERCIAL, AGRICOLA Y FORESTAL MORALES OPITZ SPA",correct,direct_client_family_resolution,Description explicitly says transport of silage bales; client evidence and taxonomy put incidental bale transport in EXP-4.2.
SA-00705,EXP-4.3,EXP-4.3,Bolos Heno,file_audit,BOLOS PAJA PLASTIFICADO,88 bolos de paja confeccin malla y cinta,SERVICIOS AGRICOLAS CORPAL SPA,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
SA-00706,EXP-4.3,,,file_audit,TRASLADO BOLOS CORTE ALTO,Distancia 112km viaje dos vueltas camin con carro,SERVICIOS AGRICOLAS CORPAL SPA,quarantine,locked_399_row_manual_review,Bale transport line does not identify silo versus hay and cannot safely choose EXP-4.2 or EXP-4.3.
SA-00707,EXP-9.2,,,file_audit,HI PLANZA 11/2,,RICARDO FRANCISCO WULFF MULLER,quarantine,locked_399_row_manual_review,Abbreviated generic hardware line is insufficient to prove irrigation use.
SA-00708,EXP-9.2,,,file_audit,ABRAZADERAS MET,,RICARDO FRANCISCO WULFF MULLER,quarantine,locked_399_row_manual_review,Generic metal clamps are insufficient to prove irrigation use.
SA-00710,EXP-9.1,,,file_audit,"Cargo mensual por demanda mxima leida de potencia en horas de punta ( 0,040 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00711,EXP-9.1,,,file_audit,"Cargo mensual por D. Max de potencia suministrada ( 56,860 )",,COOPERATIVA ELECTRICA PAILLACO LIMITADA,quarantine,locked_399_row_manual_review,Generic electricity charge requires the invoice meter ID; folder label must not train the text model.
SA-00716,EXP-14.4,EXP-14.4,Mantencion Instalaciones,file_audit,INSTALACION,ELETRICA BODEGA,ALBERTO JESUS LARA GUZMAN,keep,locked_399_row_manual_review,Kept after review of the locked 399-row folder inventory; row semantics are consistent and no stronger contradictory evidence was found.
